op_id_v2,cut,1st_exon,op_type_v2,exon_id,region_id,transcript_id,gene_id,exon_number,gene_type
EANN00004848|R0646|DC|ENST00000636630.1|6,dcom,0,DC,EANN00004848,R0646,ENST00000636630.1,ENSG00000227372.12,6,transcribed_unitary_pseudogene
EANN00004848|R0889|DI|ENST00000636630.1|6,dins,0,DI,EANN00004848,R0889,ENST00000636630.1,ENSG00000227372.12,6,transcribed_unitary_pseudogene
EANN00004866|R0890|DC|ENST00000636630.1|5,dcom,0,DC,EANN00004866,R0890,ENST00000636630.1,ENSG00000227372.12,5,transcribed_unitary_pseudogene
EANN00004873|R0647|DC|ENST00000636630.1|4,dcom,0,DC,EANN00004873,R0647,ENST00000636630.1,ENSG00000227372.12,4,transcribed_unitary_pseudogene
EANN00004876|R0647|DC|ENST00000636630.1|3,dcom,0,DC,EANN00004876,R0647,ENST00000636630.1,ENSG00000227372.12,3,transcribed_unitary_pseudogene
EANN00004849|R0646|DF|ENST00000419973.1|1,dcom,1,DF,EANN00004849,R0646,ENST00000419973.1,ENSG00000227372.12,1,transcribed_unitary_pseudogene
EANN00004850|R0646|DP|T001681|3,dpar,0,DP,EANN00004850,R0646,T001681,G000221,3,lncRNA
EANN00004850|R0889|DI|T001681|3,dins,0,DI,EANN00004850,R0889,T001681,G000221,3,lncRNA
EANN00004850|R0890|DP|T001681|3,dpar,0,DP,EANN00004850,R0890,T001681,G000221,3,lncRNA
EANN00004872|R0647|DC|T001681|4,dcom,0,DC,EANN00004872,R0647,T001681,G000221,4,lncRNA
EANN00004876|R0647|DC|T001681|5,dcom,0,DC,EANN00004876,R0647,T001681,G000221,5,lncRNA
EANN00004850|R0646|DP|T001684|4,dpar,0,DP,EANN00004850,R0646,T001684,G000221,4,tucp
EANN00004850|R0889|DI|T001684|4,dins,0,DI,EANN00004850,R0889,T001684,G000221,4,tucp
EANN00004850|R0890|DP|T001684|4,dpar,0,DP,EANN00004850,R0890,T001684,G000221,4,tucp
EANN00004873|R0647|DC|T001684|5,dcom,0,DC,EANN00004873,R0647,T001684,G000221,5,tucp
EANN00004876|R0647|DC|T001684|6,dcom,0,DC,EANN00004876,R0647,T001684,G000221,6,tucp
EANN00004850|R0646|DP|T001693|3,dpar,0,DP,EANN00004850,R0646,T001693,G000221,3,tucp
EANN00004850|R0889|DI|T001693|3,dins,0,DI,EANN00004850,R0889,T001693,G000221,3,tucp
EANN00004850|R0890|DP|T001693|3,dpar,0,DP,EANN00004850,R0890,T001693,G000221,3,tucp
EANN00004869|R0291|DC|T001693|4,dcom,0,DC,EANN00004869,R0291,T001693,G000221,4,tucp
EANN00004871|R0647|DC|T001693|5,dcom,0,DC,EANN00004871,R0647,T001693,G000221,5,tucp
EANN00004876|R0647|DC|T001693|6,dcom,0,DC,EANN00004876,R0647,T001693,G000221,6,tucp
EANN00004850|R0646|DP|T001697|2,dpar,0,DP,EANN00004850,R0646,T001697,G000221,2,lncRNA
EANN00004850|R0889|DI|T001697|2,dins,0,DI,EANN00004850,R0889,T001697,G000221,2,lncRNA
EANN00004850|R0890|DP|T001697|2,dpar,0,DP,EANN00004850,R0890,T001697,G000221,2,lncRNA
EANN00004871|R0647|DC|T001697|3,dcom,0,DC,EANN00004871,R0647,T001697,G000221,3,lncRNA
EANN00004876|R0647|DC|T001697|4,dcom,0,DC,EANN00004876,R0647,T001697,G000221,4,lncRNA
EANN00004850|R0646|DP|T001698|2,dpar,0,DP,EANN00004850,R0646,T001698,G000221,2,tucp
EANN00004850|R0889|DI|T001698|2,dins,0,DI,EANN00004850,R0889,T001698,G000221,2,tucp
EANN00004850|R0890|DP|T001698|2,dpar,0,DP,EANN00004850,R0890,T001698,G000221,2,tucp
EANN00004869|R0291|DC|T001698|3,dcom,0,DC,EANN00004869,R0291,T001698,G000221,3,tucp
EANN00004872|R0647|DC|T001698|4,dcom,0,DC,EANN00004872,R0647,T001698,G000221,4,tucp
EANN00004876|R0647|DC|T001698|5,dcom,0,DC,EANN00004876,R0647,T001698,G000221,5,tucp
EANN00004850|R0646|DP|T001699|3,dpar,0,DP,EANN00004850,R0646,T001699,G000221,3,lncRNA
EANN00004850|R0889|DI|T001699|3,dins,0,DI,EANN00004850,R0889,T001699,G000221,3,lncRNA
EANN00004850|R0890|DP|T001699|3,dpar,0,DP,EANN00004850,R0890,T001699,G000221,3,lncRNA
EANN00004871|R0647|DC|T001699|4,dcom,0,DC,EANN00004871,R0647,T001699,G000221,4,lncRNA
EANN00004876|R0647|DC|T001699|5,dcom,0,DC,EANN00004876,R0647,T001699,G000221,5,lncRNA
EANN00004850|R0646|DP|T001701|2,dpar,0,DP,EANN00004850,R0646,T001701,G000221,2,tucp
EANN00004850|R0889|DI|T001701|2,dins,0,DI,EANN00004850,R0889,T001701,G000221,2,tucp
EANN00004850|R0890|DP|T001701|2,dpar,0,DP,EANN00004850,R0890,T001701,G000221,2,tucp
EANN00004873|R0647|DC|T001701|3,dcom,0,DC,EANN00004873,R0647,T001701,G000221,3,tucp
EANN00004876|R0647|DC|T001701|4,dcom,0,DC,EANN00004876,R0647,T001701,G000221,4,tucp
EANN00004850|R0646|DP|T001705|3,dpar,0,DP,EANN00004850,R0646,T001705,G000221,3,lncRNA
EANN00004850|R0889|DI|T001705|3,dins,0,DI,EANN00004850,R0889,T001705,G000221,3,lncRNA
EANN00004850|R0890|DP|T001705|3,dpar,0,DP,EANN00004850,R0890,T001705,G000221,3,lncRNA
EANN00004872|R0647|DC|T001705|4,dcom,0,DC,EANN00004872,R0647,T001705,G000221,4,lncRNA
EANN00004876|R0647|DC|T001705|5,dcom,0,DC,EANN00004876,R0647,T001705,G000221,5,lncRNA
EANN00004850|R0646|DP|T001711|3,dpar,0,DP,EANN00004850,R0646,T001711,G000221,3,tucp
EANN00004850|R0889|DI|T001711|3,dins,0,DI,EANN00004850,R0889,T001711,G000221,3,tucp
EANN00004850|R0890|DP|T001711|3,dpar,0,DP,EANN00004850,R0890,T001711,G000221,3,tucp
EANN00004869|R0291|DC|T001711|4,dcom,0,DC,EANN00004869,R0291,T001711,G000221,4,tucp
EANN00004872|R0647|DC|T001711|5,dcom,0,DC,EANN00004872,R0647,T001711,G000221,5,tucp
EANN00004876|R0647|DC|T001711|6,dcom,0,DC,EANN00004876,R0647,T001711,G000221,6,tucp
EANN00004851|R0646|DC|ENST00000587071.5|4,dcom,0,DC,EANN00004851,R0646,ENST00000587071.5,ENSG00000227372.12,4,transcribed_unitary_pseudogene
EANN00004851|R0889|DP|ENST00000587071.5|4,dpar,0,DP,EANN00004851,R0889,ENST00000587071.5,ENSG00000227372.12,4,transcribed_unitary_pseudogene
EANN00004866|R0890|DC|ENST00000587071.5|3,dcom,0,DC,EANN00004866,R0890,ENST00000587071.5,ENSG00000227372.12,3,transcribed_unitary_pseudogene
EANN00004869|R0291|DC|ENST00000587071.5|2,dcom,0,DC,EANN00004869,R0291,ENST00000587071.5,ENSG00000227372.12,2,transcribed_unitary_pseudogene
EANN00004870|R0647|DF|ENST00000587071.5|1,dcom,1,DF,EANN00004870,R0647,ENST00000587071.5,ENSG00000227372.12,1,transcribed_unitary_pseudogene
EANN00004852|R0646|DC|ENST00000648526.1|5,dcom,0,DC,EANN00004852,R0646,ENST00000648526.1,ENSG00000227372.12,5,transcribed_unitary_pseudogene
EANN00004852|R0889|DP|ENST00000648526.1|5,dpar,0,DP,EANN00004852,R0889,ENST00000648526.1,ENSG00000227372.12,5,transcribed_unitary_pseudogene
EANN00004866|R0890|DC|ENST00000648526.1|4,dcom,0,DC,EANN00004866,R0890,ENST00000648526.1,ENSG00000227372.12,4,transcribed_unitary_pseudogene
EANN00004871|R0647|DC|ENST00000648526.1|3,dcom,0,DC,EANN00004871,R0647,ENST00000648526.1,ENSG00000227372.12,3,transcribed_unitary_pseudogene
EANN00004876|R0647|DC|ENST00000648526.1|2,dcom,0,DC,EANN00004876,R0647,ENST00000648526.1,ENSG00000227372.12,2,transcribed_unitary_pseudogene
EANN00004854|R0646|DC|ENST00000637775.1|8,dcom,0,DC,EANN00004854,R0646,ENST00000637775.1,ENSG00000227372.12,8,transcribed_unitary_pseudogene
EANN00004856|R0646|DC|ENST00000637775.1|7,dcom,0,DC,EANN00004856,R0646,ENST00000637775.1,ENSG00000227372.12,7,transcribed_unitary_pseudogene
EANN00004867|R0890|DC|ENST00000637775.1|6,dcom,0,DC,EANN00004867,R0890,ENST00000637775.1,ENSG00000227372.12,6,transcribed_unitary_pseudogene
EANN00004871|R0647|DC|ENST00000637775.1|5,dcom,0,DC,EANN00004871,R0647,ENST00000637775.1,ENSG00000227372.12,5,transcribed_unitary_pseudogene
EANN00004876|R0647|DC|ENST00000637775.1|4,dcom,0,DC,EANN00004876,R0647,ENST00000637775.1,ENSG00000227372.12,4,transcribed_unitary_pseudogene
EANN00004879|R0647|DC|ENST00000637775.1|3,dcom,0,DC,EANN00004879,R0647,ENST00000637775.1,ENSG00000227372.12,3,transcribed_unitary_pseudogene
EANN00004855|R0646|DC|ENST00000608600.1|5,dcom,0,DC,EANN00004855,R0646,ENST00000608600.1,ENSG00000227372.12,5,transcribed_unitary_pseudogene
EANN00004866|R0890|DC|ENST00000608600.1|4,dcom,0,DC,EANN00004866,R0890,ENST00000608600.1,ENSG00000227372.12,4,transcribed_unitary_pseudogene
EANN00004872|R0647|DC|ENST00000608600.1|3,dcom,0,DC,EANN00004872,R0647,ENST00000608600.1,ENSG00000227372.12,3,transcribed_unitary_pseudogene
EANN00004876|R0647|DC|ENST00000608600.1|2,dcom,0,DC,EANN00004876,R0647,ENST00000608600.1,ENSG00000227372.12,2,transcribed_unitary_pseudogene
EANN00004878|R0647|DF|ENST00000608600.1|1,dcom,1,DF,EANN00004878,R0647,ENST00000608600.1,ENSG00000227372.12,1,transcribed_unitary_pseudogene
EANN00004857|R0890|DP|ENST00000649290.1|5,dpar,0,DP,EANN00004857,R0890,ENST00000649290.1,ENSG00000227372.12,5,transcribed_unitary_pseudogene
EANN00004869|R0291|DC|ENST00000649290.1|4,dcom,0,DC,EANN00004869,R0291,ENST00000649290.1,ENSG00000227372.12,4,transcribed_unitary_pseudogene
EANN00004872|R0647|DC|ENST00000649290.1|3,dcom,0,DC,EANN00004872,R0647,ENST00000649290.1,ENSG00000227372.12,3,transcribed_unitary_pseudogene
EANN00004876|R0647|DC|ENST00000649290.1|2,dcom,0,DC,EANN00004876,R0647,ENST00000649290.1,ENSG00000227372.12,2,transcribed_unitary_pseudogene
EANN00004860|R0890|DP|ENST00000647686.1|4,dpar,0,DP,EANN00004860,R0890,ENST00000647686.1,ENSG00000227372.12,4,transcribed_unitary_pseudogene
EANN00004872|R0647|DC|ENST00000647686.1|3,dcom,0,DC,EANN00004872,R0647,ENST00000647686.1,ENSG00000227372.12,3,transcribed_unitary_pseudogene
EANN00004876|R0647|DC|ENST00000647686.1|2,dcom,0,DC,EANN00004876,R0647,ENST00000647686.1,ENSG00000227372.12,2,transcribed_unitary_pseudogene
EANN00004862|R0890|DP|ENST00000648935.1|2,dpar,0,DP,EANN00004862,R0890,ENST00000648935.1,ENSG00000227372.12,2,transcribed_unitary_pseudogene
EANN00004862|R0290|DI|ENST00000648935.1|2,dins,0,DI,EANN00004862,R0290,ENST00000648935.1,ENSG00000227372.12,2,transcribed_unitary_pseudogene
EANN00004862|R0291|DI|ENST00000648935.1|2,dins,0,DI,EANN00004862,R0291,ENST00000648935.1,ENSG00000227372.12,2,transcribed_unitary_pseudogene
EANN00004862|R0647|DP|ENST00000648935.1|2,dpar,0,DP,EANN00004862,R0647,ENST00000648935.1,ENSG00000227372.12,2,transcribed_unitary_pseudogene
EANN00004875|R0647|DF|ENST00000648935.1|1,dcom,1,DF,EANN00004875,R0647,ENST00000648935.1,ENSG00000227372.12,1,transcribed_unitary_pseudogene
EANN00004863|R0890|DC|ENST00000649413.1|4,dcom,0,DC,EANN00004863,R0890,ENST00000649413.1,ENSG00000227372.12,4,transcribed_unitary_pseudogene
EANN00004873|R0647|DC|ENST00000649413.1|3,dcom,0,DC,EANN00004873,R0647,ENST00000649413.1,ENSG00000227372.12,3,transcribed_unitary_pseudogene
EANN00004876|R0647|DC|ENST00000649413.1|2,dcom,0,DC,EANN00004876,R0647,ENST00000649413.1,ENSG00000227372.12,2,transcribed_unitary_pseudogene
EANN00004865|R0890|DC|ENST00000624948.1|4,dcom,0,DC,EANN00004865,R0890,ENST00000624948.1,ENSG00000227372.12,4,transcribed_unitary_pseudogene
EANN00004868|R0290|DC|ENST00000624948.1|3,dcom,0,DC,EANN00004868,R0290,ENST00000624948.1,ENSG00000227372.12,3,transcribed_unitary_pseudogene
EANN00004871|R0647|DC|ENST00000624948.1|2,dcom,0,DC,EANN00004871,R0647,ENST00000624948.1,ENSG00000227372.12,2,transcribed_unitary_pseudogene
EANN00004877|R0647|DF|ENST00000624948.1|1,dcom,1,DF,EANN00004877,R0647,ENST00000624948.1,ENSG00000227372.12,1,transcribed_unitary_pseudogene
EANN00004866|R0890|DC|ENST00000648432.1|4,dcom,0,DC,EANN00004866,R0890,ENST00000648432.1,ENSG00000227372.12,4,transcribed_unitary_pseudogene
EANN00004871|R0647|DC|ENST00000648432.1|3,dcom,0,DC,EANN00004871,R0647,ENST00000648432.1,ENSG00000227372.12,3,transcribed_unitary_pseudogene
EANN00004876|R0647|DC|ENST00000648432.1|2,dcom,0,DC,EANN00004876,R0647,ENST00000648432.1,ENSG00000227372.12,2,transcribed_unitary_pseudogene
EANN00004866|R0890|DC|ENST00000650545.1|4,dcom,0,DC,EANN00004866,R0890,ENST00000650545.1,ENSG00000227372.12,4,transcribed_unitary_pseudogene
EANN00004871|R0647|DC|ENST00000650545.1|3,dcom,0,DC,EANN00004871,R0647,ENST00000650545.1,ENSG00000227372.12,3,transcribed_unitary_pseudogene
EANN00004876|R0647|DC|ENST00000650545.1|2,dcom,0,DC,EANN00004876,R0647,ENST00000650545.1,ENSG00000227372.12,2,transcribed_unitary_pseudogene
EANN00011671|R0064|DP|ENST00000358432.8|3,dpar,0,DP,EANN00011671,R0064,ENST00000358432.8,ENSG00000142627.13,3,protein_coding
EANN00011672|R0064|DC|ENST00000358432.8|2,dcom,0,DC,EANN00011672,R0064,ENST00000358432.8,ENSG00000142627.13,2,protein_coding
EANN00011677|R0064|DF|ENST00000358432.8|1,dcom,1,DF,EANN00011677,R0064,ENST00000358432.8,ENSG00000142627.13,1,protein_coding
EANN00011671|R0064|DP|ENST00000461614.1|2,dpar,0,DP,EANN00011671,R0064,ENST00000461614.1,ENSG00000142627.13,2,protein_coding
EANN00011676|R0064|DF|ENST00000461614.1|1,dcom,1,DF,EANN00011676,R0064,ENST00000461614.1,ENSG00000142627.13,1,protein_coding
EANN00011671|R0064|DP|T003928|15,dpar,0,DP,EANN00011671,R0064,T003928,G000763,15,protein_coding
EANN00011678|R0064|DC|T003928|16,dcom,0,DC,EANN00011678,R0064,T003928,G000763,16,protein_coding
EANN00011671|R0064|DP|T003929|15,dpar,0,DP,EANN00011671,R0064,T003929,G000763,15,protein_coding
EANN00011672|R0064|DC|T003929|16,dcom,0,DC,EANN00011672,R0064,T003929,G000763,16,protein_coding
EANN00011679|R0064|DC|T003929|17,dcom,0,DC,EANN00011679,R0064,T003929,G000763,17,protein_coding
EANN00011673|R0064|DF|T003931|1,dcom,1,DF,EANN00011673,R0064,T003931,G000765,1,lncRNA
EANN00011673|R0064|DF|T003932|1,dcom,1,DF,EANN00011673,R0064,T003932,G000765,1,lncRNA
EANN00011673|R0064|DF|T003933|1,dcom,1,DF,EANN00011673,R0064,T003933,G000765,1,lncRNA
EANN00011674|R0064|DF|T003934|1,dcom,1,DF,EANN00011674,R0064,T003934,G000765,1,lncRNA
EANN00011674|R0064|DF|T003935|1,dcom,1,DF,EANN00011674,R0064,T003935,G000765,1,lncRNA
EANN00011674|R0064|DF|T003936|1,dcom,1,DF,EANN00011674,R0064,T003936,G000765,1,lncRNA
EANN00011674|R0064|DF|T003937|1,dcom,1,DF,EANN00011674,R0064,T003937,G000765,1,lncRNA
EANN00011674|R0064|DF|T003938|1,dcom,1,DF,EANN00011674,R0064,T003938,G000765,1,lncRNA
EANN00011674|R0064|DF|T003939|1,dcom,1,DF,EANN00011674,R0064,T003939,G000765,1,lncRNA
EANN00011674|R0064|DF|T003940|1,dcom,1,DF,EANN00011674,R0064,T003940,G000765,1,lncRNA
EANN00011674|R0064|DF|T003941|1,dcom,1,DF,EANN00011674,R0064,T003941,G000765,1,lncRNA
EANN00011674|R0064|DF|T003942|1,dcom,1,DF,EANN00011674,R0064,T003942,G000765,1,lncRNA
EANN00011674|R0064|DF|T003943|1,dcom,1,DF,EANN00011674,R0064,T003943,G000765,1,lncRNA
EANN00011675|R0064|DF|ENST00000424774.1|1,dcom,1,DF,EANN00011675,R0064,ENST00000424774.1,ENSG00000227959.1,1,lncRNA
EANN00011680|R0064|DF|T003944|1,dpar,1,DF,EANN00011680,R0064,T003944,G000765,1,lncRNA
EANN00011680|R0064|DF|T003945|1,dpar,1,DF,EANN00011680,R0064,T003945,G000765,1,lncRNA
EANN00011681|R0064|DF|T003947|1,dpar,1,DF,EANN00011681,R0064,T003947,G000765,1,lncRNA
EANN00011682|R0064|DF|T003946|1,dpar,1,DF,EANN00011682,R0064,T003946,G000765,1,lncRNA
EANN00015445|R0358|DP|T005213|1,dpar,1,DP,EANN00015445,R0358,T005213,G001034,1,lncRNA
EANN00015454|R0358|DP|T005208|8,dpar,0,DP,EANN00015454,R0358,T005208,G001034,8,mixed_read_through
EANN00015465|R0358|DI|T005212|4,dins,0,DI,EANN00015465,R0358,T005212,G001038,4,lncRNA
EANN00015466|R0358|DP|ENST00000420503.1|2,dpar,0,DP,EANN00015466,R0358,ENST00000420503.1,ENSG00000218510.9,2,lncRNA
EANN00015474|R0739|DI|ENST00000420503.1|3,dins,0,DI,EANN00015474,R0739,ENST00000420503.1,ENSG00000218510.9,3,lncRNA
EANN00015466|R0358|DP|ENST00000634451.2|2,dpar,0,DP,EANN00015466,R0358,ENST00000634451.2,ENSG00000218510.9,2,lncRNA
EANN00015468|R0358|DC|ENST00000634451.2|3,dcom,0,DC,EANN00015468,R0358,ENST00000634451.2,ENSG00000218510.9,3,lncRNA
EANN00015473|R0739|DI|ENST00000634451.2|4,dins,0,DI,EANN00015473,R0739,ENST00000634451.2,ENSG00000218510.9,4,lncRNA
EANN00015466|R0358|DP|ENST00000634934.2|2,dpar,0,DP,EANN00015466,R0358,ENST00000634934.2,ENSG00000218510.9,2,lncRNA
EANN00015477|R0739|DI|ENST00000634934.2|3,dins,0,DI,EANN00015477,R0739,ENST00000634934.2,ENSG00000218510.9,3,lncRNA
EANN00015466|R0358|DP|ENST00000642072.1|2,dpar,0,DP,EANN00015466,R0358,ENST00000642072.1,ENSG00000218510.9,2,lncRNA
EANN00015467|R0358|DP|ENST00000452322.2|2,dpar,0,DP,EANN00015467,R0358,ENST00000452322.2,ENSG00000218510.9,2,lncRNA
EANN00015473|R0739|DI|ENST00000452322.2|3,dins,0,DI,EANN00015473,R0739,ENST00000452322.2,ENSG00000218510.9,3,lncRNA
EANN00015469|R0358|DP|ENST00000649486.1|3,dpar,0,DP,EANN00015469,R0358,ENST00000649486.1,ENSG00000285752.1,3,lncRNA
EANN00015471|R0739|DI|ENST00000649486.1|2,dins,0,DI,EANN00015471,R0739,ENST00000649486.1,ENSG00000285752.1,2,lncRNA
EANN00015470|R0358|DC|ENST00000404210.5|2,dcom,0,DC,EANN00015470,R0358,ENST00000404210.5,ENSG00000218510.9,2,lncRNA
EANN00015477|R0739|DI|ENST00000404210.5|3,dins,0,DI,EANN00015477,R0739,ENST00000404210.5,ENSG00000218510.9,3,lncRNA
EANN00015473|R0739|DI|ENST00000635450.2|2,dins,0,DI,EANN00015473,R0739,ENST00000635450.2,ENSG00000218510.9,2,lncRNA
EANN00015473|R0739|DI|ENST00000641009.1|2,dins,0,DI,EANN00015473,R0739,ENST00000641009.1,ENSG00000218510.9,2,lncRNA
EANN00015473|R0739|DI|ENST00000648697.1|4,dins,0,DI,EANN00015473,R0739,ENST00000648697.1,ENSG00000285959.1,4,lncRNA
EANN00015473|R0739|DI|ENST00000650360.1|9,dins,0,DI,EANN00015473,R0739,ENST00000650360.1,ENSG00000285959.1,9,lncRNA
EANN00015475|R0739|DI|ENST00000434233.2|2,dins,0,DI,EANN00015475,R0739,ENST00000434233.2,ENSG00000218510.9,2,lncRNA
EANN00015476|R0739|DI|ENST00000634712.2|2,dins,0,DI,EANN00015476,R0739,ENST00000634712.2,ENSG00000218510.9,2,lncRNA
EANN00015477|R0739|DI|ENST00000416769.2|2,dins,0,DI,EANN00015477,R0739,ENST00000416769.2,ENSG00000218510.9,2,lncRNA
EANN00015477|R0739|DI|ENST00000635675.2|3,dins,0,DI,EANN00015477,R0739,ENST00000635675.2,ENSG00000218510.9,3,lncRNA
EANN00015478|R0739|DI|T005214|2,dins,0,DI,EANN00015478,R0739,T005214,G001034,2,tucp
EANN00015478|R0739|DI|T005216|2,dins,0,DI,EANN00015478,R0739,T005216,G001034,2,tucp
EANN00015479|R0739|DI|T005215|2,dins,0,DI,EANN00015479,R0739,T005215,G001034,2,tucp
EANN00015480|R0739|DF|ENST00000642137.1|1,dpar,1,DF,EANN00015480,R0739,ENST00000642137.1,ENSG00000285794.1,1,transcribed_processed_pseudogene
EANN00018620|R0021|DI|T006220|1,dins,1,DI,EANN00018620,R0021,T006220,G001297,1,protein_coding
EANN00018620|R0021|DI|T006221|1,dins,1,DI,EANN00018620,R0021,T006221,G001297,1,protein_coding
EANN00018622|R0021|DI|ENST00000324856.13|1,dins,1,DI,EANN00018622,R0021,ENST00000324856.13,ENSG00000117713.20,1,protein_coding
EANN00018624|R0021|DI|T006222|2,dins,0,DI,EANN00018624,R0021,T006222,G001297,2,protein_coding
EANN00018625|R0021|DI|ENST00000457599.6|1,dins,1,DI,EANN00018625,R0021,ENST00000457599.6,ENSG00000117713.20,1,protein_coding
EANN00019732|R0746|DF|T006511|1,dpar,1,DF,EANN00019732,R0746,T006511,G001390,1,lncRNA
EANN00019738|R0746|DC|T006511|2,dcom,0,DC,EANN00019738,R0746,T006511,G001390,2,lncRNA
EANN00019742|R0366|DC|T006511|3,dcom,0,DC,EANN00019742,R0366,T006511,G001390,3,lncRNA
EANN00019732|R0746|DF|T006514|1,dpar,1,DF,EANN00019732,R0746,T006514,G001390,1,lncRNA
EANN00019739|R0746|DP|T006514|2,dpar,0,DP,EANN00019739,R0746,T006514,G001390,2,lncRNA
EANN00019739|R0366|DP|T006514|2,dpar,0,DP,EANN00019739,R0366,T006514,G001390,2,lncRNA
EANN00019732|R0746|DF|T006515|1,dpar,1,DF,EANN00019732,R0746,T006515,G001390,1,lncRNA
EANN00019737|R0746|DC|T006515|2,dcom,0,DC,EANN00019737,R0746,T006515,G001390,2,lncRNA
EANN00019732|R0746|DF|T006516|1,dpar,1,DF,EANN00019732,R0746,T006516,G001390,1,lncRNA
EANN00019738|R0746|DC|T006516|2,dcom,0,DC,EANN00019738,R0746,T006516,G001390,2,lncRNA
EANN00019733|R0746|DI|T006513|1,dins,1,DI,EANN00019733,R0746,T006513,G001390,1,lncRNA
EANN00019733|R0366|DI|T006513|1,dins,1,DI,EANN00019733,R0366,T006513,G001390,1,lncRNA
EANN00019734|R0746|DF|ENST00000604716.1|1,dpar,1,DF,EANN00019734,R0746,ENST00000604716.1,ENSG00000270605.1,1,lncRNA
EANN00019735|R0746|DI|T006517|1,dins,1,DI,EANN00019735,R0746,T006517,G001388,1,mixed_read_through
EANN00019736|R0746|DC|T006510|4,dcom,0,DC,EANN00019736,R0746,T006510,G001388,4,protein_coding
EANN00019737|R0746|DC|T006512|2,dcom,0,DC,EANN00019737,R0746,T006512,G001390,2,lncRNA
EANN00019740|R0746|DF|T006518|1,dpar,1,DF,EANN00019740,R0746,T006518,G001388,1,lncRNA
EANN00019954|R0367|DP|ENST00000461832.2|4,dpar,0,DP,EANN00019954,R0367,ENST00000461832.2,ENSG00000197989.14,4,lncRNA
EANN00019954|R0747|DP|ENST00000461832.2|4,dpar,0,DP,EANN00019954,R0747,ENST00000461832.2,ENSG00000197989.14,4,lncRNA
EANN00019975|R0367|DC|ENST00000461832.2|3,dcom,0,DC,EANN00019975,R0367,ENST00000461832.2,ENSG00000197989.14,3,lncRNA
EANN00019975|R0368|DC|ENST00000461832.2|3,dcom,0,DC,EANN00019975,R0368,ENST00000461832.2,ENSG00000197989.14,3,lncRNA
EANN00019975|R0748|DC|ENST00000461832.2|3,dcom,0,DC,EANN00019975,R0748,ENST00000461832.2,ENSG00000197989.14,3,lncRNA
EANN00019982|R0367|DC|ENST00000461832.2|2,dcom,0,DC,EANN00019982,R0367,ENST00000461832.2,ENSG00000197989.14,2,lncRNA
EANN00019982|R0368|DC|ENST00000461832.2|2,dcom,0,DC,EANN00019982,R0368,ENST00000461832.2,ENSG00000197989.14,2,lncRNA
EANN00019982|R0749|DP|ENST00000461832.2|2,dpar,0,DP,EANN00019982,R0749,ENST00000461832.2,ENSG00000197989.14,2,lncRNA
EANN00019991|R0367|DP|ENST00000461832.2|1,dpar,1,DP,EANN00019991,R0367,ENST00000461832.2,ENSG00000197989.14,1,lncRNA
EANN00019991|R0368|DF|ENST00000461832.2|1,dcom,1,DF,EANN00019991,R0368,ENST00000461832.2,ENSG00000197989.14,1,lncRNA
EANN00019991|R0941|DF|ENST00000461832.2|1,dpar,1,DF,EANN00019991,R0941,ENST00000461832.2,ENSG00000197989.14,1,lncRNA
EANN00019991|R0369|DF|ENST00000461832.2|1,dpar,1,DF,EANN00019991,R0369,ENST00000461832.2,ENSG00000197989.14,1,lncRNA
EANN00019954|R0367|DP|ENST00000470977.6|4,dpar,0,DP,EANN00019954,R0367,ENST00000470977.6,ENSG00000197989.14,4,lncRNA
EANN00019954|R0747|DP|ENST00000470977.6|4,dpar,0,DP,EANN00019954,R0747,ENST00000470977.6,ENSG00000197989.14,4,lncRNA
EANN00019975|R0367|DC|ENST00000470977.6|3,dcom,0,DC,EANN00019975,R0367,ENST00000470977.6,ENSG00000197989.14,3,lncRNA
EANN00019975|R0368|DC|ENST00000470977.6|3,dcom,0,DC,EANN00019975,R0368,ENST00000470977.6,ENSG00000197989.14,3,lncRNA
EANN00019975|R0748|DC|ENST00000470977.6|3,dcom,0,DC,EANN00019975,R0748,ENST00000470977.6,ENSG00000197989.14,3,lncRNA
EANN00019981|R0367|DC|ENST00000470977.6|2,dcom,0,DC,EANN00019981,R0367,ENST00000470977.6,ENSG00000197989.14,2,lncRNA
EANN00019981|R0368|DC|ENST00000470977.6|2,dcom,0,DC,EANN00019981,R0368,ENST00000470977.6,ENSG00000197989.14,2,lncRNA
EANN00019981|R0748|DP|ENST00000470977.6|2,dpar,0,DP,EANN00019981,R0748,ENST00000470977.6,ENSG00000197989.14,2,lncRNA
EANN00019981|R0749|DP|ENST00000470977.6|2,dpar,0,DP,EANN00019981,R0749,ENST00000470977.6,ENSG00000197989.14,2,lncRNA
EANN00019992|R0367|DP|ENST00000470977.6|1,dpar,1,DP,EANN00019992,R0367,ENST00000470977.6,ENSG00000197989.14,1,lncRNA
EANN00019992|R0368|DF|ENST00000470977.6|1,dcom,1,DF,EANN00019992,R0368,ENST00000470977.6,ENSG00000197989.14,1,lncRNA
EANN00019992|R0941|DF|ENST00000470977.6|1,dpar,1,DF,EANN00019992,R0941,ENST00000470977.6,ENSG00000197989.14,1,lncRNA
EANN00019992|R0369|DF|ENST00000470977.6|1,dpar,1,DF,EANN00019992,R0369,ENST00000470977.6,ENSG00000197989.14,1,lncRNA
